,user_supplied_name,submitted_name,data_source_title,score,matched_name2
363,Ocenebra sclera,Ocenebra sclera,GBIF Backbone Taxonomy,0.988,Ocenebra sclera
364,Ocenebra spp,Ocenebra spp,GBIF Backbone Taxonomy,0.75,Ocenebra
365,Ocenebra subangulata,Ocenebra subangulata,GBIF Backbone Taxonomy,0.988,Ocenebra subangulata
366,Octopus spp,Octopus spp,GBIF Backbone Taxonomy,0.75,Octopus
367,Odonthalia floccosa,Odonthalia floccosa,GBIF Backbone Taxonomy,0.988,Odonthalia floccosa
368,Odonthalia washingtoniensis,Odonthalia washingtoniensis,GBIF Backbone Taxonomy,0.988,Odonthalia washingtoniensis
369,Oedignathus inermis,Oedignathus inermis,GBIF Backbone Taxonomy,0.988,Oedignathus inermis
370,Olivella biplicata,Olivella biplicata,GBIF Backbone Taxonomy,0.988,Olivella biplicata
371,Onchidella borealis,Onchidella borealis,GBIF Backbone Taxonomy,0.988,Onchidella borealis
372,Opalia borealis,Opalia borealis,GBIF Backbone Taxonomy,0.988,Opalia borealis
373,Opalia funiculata,Opalia funiculata,GBIF Backbone Taxonomy,0.988,Opalia funiculata
374,Opalia montereyensis,Opalia montereyensis,GBIF Backbone Taxonomy,0.988,Opalia montereyensis
375,Ophionereis annulata,Ophionereis annulata,GBIF Backbone Taxonomy,0.988,Ophionereis annulata
376,Ophlitaspongia pennata,Ophlitaspongia pennata,GBIF Backbone Taxonomy,0.988,Ophlitaspongia pennata
377,Opuntiella californica,Opuntiella californica,GBIF Backbone Taxonomy,0.988,Opuntiella californica
378,Oregonia gracilis,Oregonia gracilis,GBIF Backbone Taxonomy,0.988,Oregonia gracilis
379,Osmundea sinicola,Osmundea sinicola,GBIF Backbone Taxonomy,0.75,Osmundea
380,Osmundea spectabilis,Osmundea spectabilis,GBIF Backbone Taxonomy,0.988,Osmundea spectabilis
381,Pachycheles spp,Pachycheles spp,GBIF Backbone Taxonomy,0.75,Pachycheles
382,Pachydictyon coriaceum,Pachydictyon coriaceum,GBIF Backbone Taxonomy,0.988,Pachydictyon coriaceum
383,Pachygrapsus crassipes,Pachygrapsus crassipes,GBIF Backbone Taxonomy,0.988,Pachygrapsus crassipes
384,Pachythyone rubra,Pachythyone rubra,GBIF Backbone Taxonomy,0.988,Pachythyone rubra
385,Padina spp,Padina spp,GBIF Backbone Taxonomy,0.75,Padina
386,Pagurus beringanus,Pagurus beringanus,GBIF Backbone Taxonomy,0.988,Pagurus beringanus
387,Pagurus caurinus,Pagurus caurinus,GBIF Backbone Taxonomy,0.988,Pagurus caurinus
388,Pagurus granosimanus,Pagurus granosimanus,GBIF Backbone Taxonomy,0.988,Pagurus granosimanus
389,Pagurus hemphilli,Pagurus hemphilli,GBIF Backbone Taxonomy,0.988,Pagurus hemphilli
390,Pagurus hirsutiusculus,Pagurus hirsutiusculus,GBIF Backbone Taxonomy,0.988,Pagurus hirsutiusculus
391,Pagurus samuelis,Pagurus samuelis,GBIF Backbone Taxonomy,0.988,Pagurus samuelis
392,Pagurus spp,Pagurus spp,GBIF Backbone Taxonomy,0.75,Pagurus
393,Palmaria callophylloides,Palmaria callophylloides,GBIF Backbone Taxonomy,0.75,Palmaria
394,Palmaria hecatensis,Palmaria hecatensis,GBIF Backbone Taxonomy,0.988,Palmaria hecatensis
395,Palmaria mollis,Palmaria mollis,GBIF Backbone Taxonomy,0.988,Palmaria mollis
396,Panulirus interruptus,Panulirus interruptus,GBIF Backbone Taxonomy,0.988,Panulirus interruptus
397,Paranemertes peregrina,Paranemertes peregrina,GBIF Backbone Taxonomy,0.988,Paranemertes peregrina
398,Paraxanthias taylori,Paraxanthias taylori,GBIF Backbone Taxonomy,0.988,Paraxanthias taylori
399,Pelia tumida,Pelia tumida,GBIF Backbone Taxonomy,0.988,Pelia tumida
400,Pelvetiopsis arborescens/limitata,Pelvetiopsis arborescens/limitata,GBIF Backbone Taxonomy,0.75,Pelvetiopsis
401,Penitella spp,Penitella spp,GBIF Backbone Taxonomy,0.75,Penitella
402,Perophora annectens,Perophora annectens,GBIF Backbone Taxonomy,0.988,Perophora annectens
403,Petaloconchus montereyensis,Petaloconchus montereyensis,GBIF Backbone Taxonomy,0.988,Petaloconchus montereyensis
404,Petalonia fascia,Petalonia fascia,GBIF Backbone Taxonomy,0.988,Petalonia fascia
405,Petrolisthes spp,Petrolisthes spp,GBIF Backbone Taxonomy,0.75,Petrolisthes
406,Petrospongium rugosum,Petrospongium rugosum,GBIF Backbone Taxonomy,0.988,Petrospongium rugosum
407,Phaeostrophion irregulare,Phaeostrophion irregulare,GBIF Backbone Taxonomy,0.988,Phaeostrophion irregulare
408,Phidiana hiltoni,Phidiana hiltoni,GBIF Backbone Taxonomy,0.988,Phidiana hiltoni
409,Phycodrys riggii,Phycodrys riggii,GBIF Backbone Taxonomy,0.988,Phycodrys riggii
410,Phycodrys setchellii,Phycodrys setchellii,GBIF Backbone Taxonomy,0.988,Phycodrys setchellii
411,Phyllospadix scouleri,Phyllospadix scouleri,GBIF Backbone Taxonomy,0.988,Phyllospadix scouleri
412,Phyllospadix torreyi,Phyllospadix torreyi,GBIF Backbone Taxonomy,0.988,Phyllospadix torreyi
413,Pilayella littoralis,Pilayella littoralis,GBIF Backbone Taxonomy,0.988,Pilayella littoralis
414,Pilumnus spinohirsutus,Pilumnus spinohirsutus,GBIF Backbone Taxonomy,0.988,Pilumnus spinohirsutus
415,Pisaster brevispinus,Pisaster brevispinus,GBIF Backbone Taxonomy,0.988,Pisaster brevispinus
416,Pisaster giganteus,Pisaster giganteus,GBIF Backbone Taxonomy,0.988,Pisaster giganteus
417,Pisaster ochraceus,Pisaster ochraceus,GBIF Backbone Taxonomy,0.988,Pisaster ochraceus
418,Pista spp,Pista spp,GBIF Backbone Taxonomy,0.75,Pista
419,Placiphorella velata,Placiphorella velata,GBIF Backbone Taxonomy,0.988,Placiphorella velata
420,Pleonosporium spp,Pleonosporium spp,GBIF Backbone Taxonomy,0.75,Pleonosporium
421,Plocamium oregonum,Plocamium oregonum,GBIF Backbone Taxonomy,0.988,Plocamium oregonum
422,Plocamium pacificum,Plocamium pacificum,GBIF Backbone Taxonomy,0.988,Plocamium pacificum
423,Plocamium violaceum,Plocamium violaceum,GBIF Backbone Taxonomy,0.988,Plocamium violaceum
424,Pododesmus macrochisma,Pododesmus macrochisma,GBIF Backbone Taxonomy,0.988,Pododesmus macrochisma
425,Pollicipes polymerus,Pollicipes polymerus,GBIF Backbone Taxonomy,0.988,Pollicipes polymerus
426,Polyneura latissima,Polyneura latissima,GBIF Backbone Taxonomy,0.988,Polyneura latissima
427,Polysiphonia spp,Polysiphonia spp,GBIF Backbone Taxonomy,0.75,Polysiphonia
428,Porphyra spp,Porphyra spp,GBIF Backbone Taxonomy,0.75,Porphyra
429,Postelsia palmaeformis,Postelsia palmaeformis,GBIF Backbone Taxonomy,0.988,Postelsia palmaeformis
430,Potamilla occelata,Potamilla occelata,GBIF Backbone Taxonomy,0.988,Potamilla occelata
431,Prionitis angusta,Prionitis angusta,GBIF Backbone Taxonomy,0.988,Prionitis angusta
432,Prionitis cornea,Prionitis cornea,GBIF Backbone Taxonomy,0.988,Prionitis cornea
433,Prionitis filiformis,Prionitis filiformis,GBIF Backbone Taxonomy,0.988,Prionitis filiformis
434,Prionitis lanceolata,Prionitis lanceolata,GBIF Backbone Taxonomy,0.988,Prionitis lanceolata
435,Prionitis linearis,Prionitis linearis,GBIF Backbone Taxonomy,0.988,Prionitis linearis
436,Prionitis lyallii,Prionitis lyallii,GBIF Backbone Taxonomy,0.988,Prionitis lyallii
437,Prionitis spp,Prionitis spp,GBIF Backbone Taxonomy,0.75,Prionitis
438,Pseudochama exogyra,Pseudochama exogyra,GBIF Backbone Taxonomy,0.988,Pseudochama exogyra
439,Pseudolithoderma nigra,Pseudolithoderma nigra,GBIF Backbone Taxonomy,0.988,Pseudolithoderma nigra
440,Pseudomelatoma penicillata,Pseudomelatoma penicillata,GBIF Backbone Taxonomy,0.988,Pseudomelatoma penicillata
441,Pseudomelatoma torosa,Pseudomelatoma torosa,GBIF Backbone Taxonomy,0.988,Pseudomelatoma torosa
442,Pterocladia media,Pterocladia media,GBIF Backbone Taxonomy,0.988,Pterocladia media
443,Pterocladiella caloglossoides,Pterocladiella caloglossoides,GBIF Backbone Taxonomy,0.988,Pterocladiella caloglossoides
444,Pterocladiella capillacea,Pterocladiella capillacea,GBIF Backbone Taxonomy,0.988,Pterocladiella capillacea
445,Pteropurpura trialata,Pteropurpura trialata,GBIF Backbone Taxonomy,0.988,Pteropurpura trialata
446,Pterosiphonia baileyi,Pterosiphonia baileyi,GBIF Backbone Taxonomy,0.988,Pterosiphonia baileyi
447,Pterosiphonia bipinnata,Pterosiphonia bipinnata,GBIF Backbone Taxonomy,0.988,Pterosiphonia bipinnata
448,Pterosiphonia dendroidea/pennata,Pterosiphonia dendroidea/pennata,GBIF Backbone Taxonomy,0.75,Pterosiphonia
449,Pterosiphonia spp,Pterosiphonia spp,GBIF Backbone Taxonomy,0.75,Pterosiphonia
450,Pterothamnion spp,Pterothamnion spp,GBIF Backbone Taxonomy,0.75,Pterothamnion
451,Pterygophora californica,Pterygophora californica,GBIF Backbone Taxonomy,0.988,Pterygophora californica
452,Pugetia firma,Pugetia firma,GBIF Backbone Taxonomy,0.75,Pugetia
453,Pugettia gracilis/richii,Pugettia gracilis/richii,GBIF Backbone Taxonomy,0.75,Pugettia
454,Pugettia producta,Pugettia producta,GBIF Backbone Taxonomy,0.988,Pugettia producta
455,Pycnoclavella stanleyi,Pycnoclavella stanleyi,GBIF Backbone Taxonomy,0.988,Pycnoclavella stanleyi
456,Pycnogonida,Pycnogonida,GBIF Backbone Taxonomy,0.75,Pycnogonida
457,Pycnopodia helianthoides,Pycnopodia helianthoides,GBIF Backbone Taxonomy,0.988,Pycnopodia helianthoides
458,Pyura haustor,Pyura haustor,GBIF Backbone Taxonomy,0.988,Pyura haustor
459,Rhodymenia californica,Rhodymenia californica,GBIF Backbone Taxonomy,0.988,Rhodymenia californica
460,Rhodymenia pacifica,Rhodymenia pacifica,GBIF Backbone Taxonomy,0.988,Rhodymenia pacifica
461,Rictaxis punctocaelatus,Rictaxis punctocaelatus,GBIF Backbone Taxonomy,0.988,Rictaxis punctocaelatus
462,Ritterella rubra,Ritterella rubra,GBIF Backbone Taxonomy,0.988,Ritterella rubra
463,Ritterella spp,Ritterella spp,GBIF Backbone Taxonomy,0.75,Ritterella
464,Roperia poulsoni,Roperia poulsoni,GBIF Backbone Taxonomy,0.988,Roperia poulsoni
465,Rostanga pulchra,Rostanga pulchra,GBIF Backbone Taxonomy,0.988,Rostanga pulchra
466,Salmacina tribranchiata,Salmacina tribranchiata,GBIF Backbone Taxonomy,0.988,Salmacina tribranchiata
467,Sarcodiotheca gaudichaudii,Sarcodiotheca gaudichaudii,GBIF Backbone Taxonomy,0.988,Sarcodiotheca gaudichaudii
468,Sargassum agardhianum,Sargassum agardhianum,GBIF Backbone Taxonomy,0.988,Sargassum agardhianum
469,Sargassum muticum,Sargassum muticum,GBIF Backbone Taxonomy,0.988,Sargassum muticum
470,Sargassum palmeri,Sargassum palmeri,GBIF Backbone Taxonomy,0.988,Sargassum palmeri
471,Schizoplax brandtii,Schizoplax brandtii,GBIF Backbone Taxonomy,0.988,Schizoplax brandtii
472,Schizoporella unicornis,Schizoporella unicornis,GBIF Backbone Taxonomy,0.988,Schizoporella unicornis
473,Scinaia confusa,Scinaia confusa,GBIF Backbone Taxonomy,0.988,Scinaia confusa
474,Scinaia spp,Scinaia spp,GBIF Backbone Taxonomy,0.75,Scinaia
475,Scytosiphon spp,Scytosiphon spp,GBIF Backbone Taxonomy,0.75,Scytosiphon
476,Sea star,Sea star,GBIF Backbone Taxonomy,0.75,Sea
477,Lirabuccinum dirum,Lirabuccinum dirum,GBIF Backbone Taxonomy,0.988,Lirabuccinum dirum
478,Seila montereyensis,Seila montereyensis,GBIF Backbone Taxonomy,0.988,Seila montereyensis
479,Semibalanus cariosus,Semibalanus cariosus,GBIF Backbone Taxonomy,0.988,Semibalanus cariosus
480,Serpula vermicularis,Serpula vermicularis,GBIF Backbone Taxonomy,0.988,Serpula vermicularis
481,Serpulorbis squamigerus,Serpulorbis squamigerus,GBIF Backbone Taxonomy,0.988,Serpulorbis squamigerus
482,Serraticardia macmillanii,Serraticardia macmillanii,GBIF Backbone Taxonomy,0.75,Serraticardia macmillani
483,Sertularella turgida,Sertularella turgida,GBIF Backbone Taxonomy,0.988,Sertularella turgida
484,Silvetia compressa,Silvetia compressa,GBIF Backbone Taxonomy,0.75,Silvetia
485,Siphonaria brannii,Siphonaria brannii,GBIF Backbone Taxonomy,0.75,Siphonaria brannani
486,Siphonaria thersites,Siphonaria thersites,GBIF Backbone Taxonomy,0.988,Siphonaria thersites
487,Soranthera ulvoidea,Soranthera ulvoidea,GBIF Backbone Taxonomy,0.988,Soranthera ulvoidea
488,Sorella delicatula,Sorella delicatula,GBIF Backbone Taxonomy,0.988,Sorella delicatula
489,Sparlingia pertusa,Sparlingia pertusa,GBIF Backbone Taxonomy,0.988,Sparlingia pertusa
490,Sphacelaria californica,Sphacelaria californica,GBIF Backbone Taxonomy,0.988,Sphacelaria californica
491,Sphacelaria norrisii,Sphacelaria norrisii,GBIF Backbone Taxonomy,0.75,Sphacelaria norrisi
492,Sphacelaria plumigera,Sphacelaria plumigera,GBIF Backbone Taxonomy,0.988,Sphacelaria plumigera
493,Spheciospongia confoederata,Spheciospongia confoederata,GBIF Backbone Taxonomy,0.988,Spheciospongia confoederata
494,Spirobranchus spinosus,Spirobranchus spinosus,GBIF Backbone Taxonomy,0.988,Spirobranchus spinosus
495,Spirorbis spp,Spirorbis spp,GBIF Backbone Taxonomy,0.75,Spirorbis
496,Spyridia filamentosa,Spyridia filamentosa,GBIF Backbone Taxonomy,0.988,Spyridia filamentosa
497,Stenogramme interrupta,Stenogramme interrupta,GBIF Backbone Taxonomy,0.988,Stenogramme interrupta
498,Stenoplax conspicua,Stenoplax conspicua,GBIF Backbone Taxonomy,0.988,Stenoplax conspicua
499,Strongylocentrotus franciscanus,Strongylocentrotus franciscanus,GBIF Backbone Taxonomy,0.988,Strongylocentrotus franciscanus
500,Strongylocentrotus purpuratus,Strongylocentrotus purpuratus,GBIF Backbone Taxonomy,0.988,Strongylocentrotus purpuratus
501,Styela montereyensis,Styela montereyensis,GBIF Backbone Taxonomy,0.988,Styela montereyensis
502,Styela yakutatensis,Styela yakutatensis,GBIF Backbone Taxonomy,0.988,Styela yakutatensis
503,Suberites ficus,Suberites ficus,GBIF Backbone Taxonomy,0.988,Suberites ficus
504,Suberites sp,Suberites sp,GBIF Backbone Taxonomy,0.75,Suberites
505,Taliepus nuttallii,Taliepus nuttallii,GBIF Backbone Taxonomy,0.988,Taliepus nuttallii
506,Taonia lennebackerae,Taonia lennebackerae,GBIF Backbone Taxonomy,0.988,Taonia lennebackerae
507,Tedanione obscurata,Tedanione obscurata,GBIF Backbone Taxonomy,0.988,Tedanione obscurata
508,Tegula aureotincta,Tegula aureotincta,GBIF Backbone Taxonomy,0.988,Tegula aureotincta
509,Tegula brunnea,Tegula brunnea,GBIF Backbone Taxonomy,0.988,Tegula brunnea
510,Tegula eiseni,Tegula eiseni,GBIF Backbone Taxonomy,0.988,Tegula eiseni
511,Tegula funebralis,Tegula funebralis,GBIF Backbone Taxonomy,0.988,Tegula funebralis
512,Tegula funebralis/gallina,Tegula funebralis/gallina,GBIF Backbone Taxonomy,0.75,Tegula
513,Tegula gallina,Tegula gallina,GBIF Backbone Taxonomy,0.988,Tegula gallina
514,Tegula pulligo,Tegula pulligo,GBIF Backbone Taxonomy,0.988,Tegula pulligo
515,Terebellid,Terebellid,GBIF Backbone Taxonomy,0.5,Terebellidae
516,Terebellid,Terebellid,GBIF Backbone Taxonomy,0.5,Terebellides
517,Terebellid,Terebellid,GBIF Backbone Taxonomy,0.5,Terebellina
518,Tetraclita rubescens,Tetraclita rubescens,GBIF Backbone Taxonomy,0.988,Tetraclita rubescens
519,Thais biserialis,Thais biserialis,GBIF Backbone Taxonomy,0.988,Thais biserialis
520,Thalamoporella spp,Thalamoporella spp,GBIF Backbone Taxonomy,0.75,Thalamoporella
521,Thelepus crispus,Thelepus crispus,GBIF Backbone Taxonomy,0.988,Thelepus crispus
522,Tiffaniella snyderiae,Tiffaniella snyderiae,GBIF Backbone Taxonomy,0.988,Tiffaniella snyderiae
523,Tonicella lineata/lokii,Tonicella lineata/lokii,GBIF Backbone Taxonomy,0.75,Tonicella
524,Tricellaria occidentalis,Tricellaria occidentalis,GBIF Backbone Taxonomy,0.988,Tricellaria occidentalis
525,Tricolia pulloides,Tricolia pulloides,GBIF Backbone Taxonomy,0.988,Tricolia pulloides
526,Trimusculus reticulatus,Trimusculus reticulatus,GBIF Backbone Taxonomy,0.988,Trimusculus reticulatus
527,Triopha catalinae,Triopha catalinae,GBIF Backbone Taxonomy,0.988,Triopha catalinae
528,Trivia californiana,Trivia californiana,GBIF Backbone Taxonomy,0.988,Trivia californiana
529,Trivia solandri,Trivia solandri,GBIF Backbone Taxonomy,0.988,Trivia solandri
530,Trivia spp,Trivia spp,GBIF Backbone Taxonomy,0.75,Trivia
531,Tubularia marina,Tubularia marina,GBIF Backbone Taxonomy,0.988,Tubularia marina
532,Ulva spp,Ulva spp,GBIF Backbone Taxonomy,0.75,Ulva
533,Ulva taeniata,Ulva taeniata,GBIF Backbone Taxonomy,0.988,Ulva taeniata
534,Urosalpinx cinerea,Urosalpinx cinerea,GBIF Backbone Taxonomy,0.988,Urosalpinx cinerea
535,Urosalpinx subangulata,Urosalpinx subangulata,GBIF Backbone Taxonomy,0.988,Urosalpinx subangulata
536,Urospora spp,Urospora spp,GBIF Backbone Taxonomy,0.75,Urospora
537,Urticina crassicornis,Urticina crassicornis,GBIF Backbone Taxonomy,0.988,Urticina crassicornis
538,Velutina rubra,Velutina rubra,GBIF Backbone Taxonomy,0.988,Velutina rubra
539,Velutina spp,Velutina spp,GBIF Backbone Taxonomy,0.75,Velutina
540,Velutina velutina,Velutina velutina,GBIF Backbone Taxonomy,0.988,Velutina velutina
541,Volvarina taeniolata,Volvarina taeniolata,GBIF Backbone Taxonomy,0.988,Volvarina taeniolata
542,Williamia peltoides,Williamia peltoides,GBIF Backbone Taxonomy,0.988,Williamia peltoides
543,Zonaria farlowii,Zonaria farlowii,GBIF Backbone Taxonomy,0.988,Zonaria farlowii
544,Zostera spp,Zostera spp,GBIF Backbone Taxonomy,0.75,Zostera
