NC_project_short_code,sample_type,species_classcode,taxa,genus,species,description
NC_Kelp_Srock,SWATH,LAMSPP,Laminaria spp.,Laminaria,spp.,"Laminaria,"
NC_Kelp_Srock,SWATH,MACPYRAD,Macrocystis pyrifera,Macrocystis,pyrifera,"Macrocystis, adult height > 1m (also used as a placeholder in swath data when no MACPYRAD were seen"
NC_Kelp_Srock,SWATH,NERLUE,Nereocystis luetkeana,Nereocystis,luetkeana,"Nereocystis,"
NC_Kelp_Srock,SWATH,NO_ORG, ,,,"No organisms present in this sample,"
NC_Kelp_Srock,SWATH,PLEGAR,Pleurophycus gardneri,Pleurophycus,gardneri,"Pleurophycus,"
NC_Kelp_Srock,SWATH,PTECALAD,Pterygophora californica,Pterygophora,californica,"Pterygophora, adult stipe height > 30cm"
NC_Kelp_Srock,SWATH,UNDPIN,Undaria pinnatifida,Undaria,pinnatifida,"Undaria,"
NC_Kelp_Srock,SWATH,ANTSOL,Anthopleura sola,Anthopleura,sola,"green anemone,"
NC_Kelp_Srock,SWATH,ANTSPP,Anthopleura spp.,Anthopleura,spp.,"unidentified anemone,"
NC_Kelp_Srock,SWATH,ANTXAN,Anthopleura xanthogrammica,Anthopleura,xanthogrammica,"giant green anemone,"
NC_Kelp_Srock,SWATH,APLCAL,Aplysia californica,Aplysia,californica,"California brown sea-hare,"
NC_Kelp_Srock,SWATH,ASTSER,Astrometis sertulifera,Astrometis,sertulifera,"fragile rainbow star, Added to species list in 2011, previous years stars not on species list were lumped as ASTSPP (unidentified asteroid)"
NC_Kelp_Srock,SWATH,ASTSPP, ,,,"unknown seastar,"
NC_Kelp_Srock,SWATH,BALNUB,Balanus nubilis,Balanus,nubilis,"barnacle,"
NC_Kelp_Srock,SWATH,CANSPP,Cancer spp.,Cancer,spp.,"cancer crab,"
NC_Kelp_Srock,SWATH,CENCOR,Centrostephanus coronatus,Centrostephanus,coronatus,"coronado urchin, crowned urchin,"
NC_Kelp_Srock,SWATH,CERFOL,Ceratostoma foliatum,Ceratostoma,foliatum,"leafy  hornmouth,"
NC_Kelp_Srock,SWATH,CRAARB,Craniella arb,Craniella,arb,"grey tennis ball sponge,"
NC_Kelp_Srock,SWATH,CRAGIG,Crassedoma giganteum,Crassedoma,giganteum,"rock scallop,"
NC_Kelp_Srock,SWATH,CRYDEC, ,,,"cryptic decorator crab unid. Spp.,"
NC_Kelp_Srock,SWATH,CRYSIT,Cryptolithoides sitchensis,Cryptolithoides,sitchensis,"umbrella crab,"
NC_Kelp_Srock,SWATH,CRYSTE,Cryptochiton stelleri,Cryptochiton,stelleri,"gumboot chiton,"
NC_Kelp_Srock,SWATH,CUCMIN,Cucumaria miniata,Cucumaria,miniata,"orange sea cucumber,"
NC_Kelp_Srock,SWATH,CUCSPP,Cucumaria spp.,Cucumaria,spp.,"sea cucumber, Any embedded (non-mobile) sea cucumber"
NC_Kelp_Srock,SWATH,CYPSPA,Cypraea spadicea,Cypraea,spadicea,"chestnut cowrie,"
NC_Kelp_Srock,SWATH,DERIMB,Dermasterias imbricata,Dermasterias,imbricata,"leather star,"
NC_Kelp_Srock,SWATH,DIOASP,Diodora aspera,Diodora,aspera,"rough keyhole limpet,"
NC_Kelp_Srock,SWATH,EPIPRO,Epiactis prolifera,Epiactis,prolifera,"brooding anemone,"
NC_Kelp_Srock,SWATH,EUGRUB,Eugorgia rubens,Eugorgia,rubens,"purple gorgonian,"
NC_Kelp_Srock,SWATH,EVATRO,Evasterias troschelli,Evasterias,troschelli,"mottled star,"
NC_Kelp_Srock,SWATH,GORGAD, ,,,"gorgonian adult, Any gorgonian >3cm tall including Lophogorgia chilensis, Muricea fruticosa and Muricea californica"
NC_Kelp_Srock,SWATH,HALASS,Haliotis assimilis,Haliotis,assimilis,"threaded abalone,"
NC_Kelp_Srock,SWATH,HALCOR,Haliotis corrugata,Haliotis,corrugata,"pink abalone,"
NC_Kelp_Srock,SWATH,HALCRA,Haliotis cracherodii,Haliotis,cracherodii,"black abalone,"
NC_Kelp_Srock,SWATH,HALFUL,Haliotis fulgens,Haliotis,fulgens,"green abalone,"
NC_Kelp_Srock,SWATH,HALKAM,Haliotis kamtschatkana,Haliotis,kamtschatkana,"pinto abalone,"
NC_Kelp_Srock,SWATH,HALRUF,Haliotis rufescens,Haliotis,rufescens,"red abalone,"
NC_Kelp_Srock,SWATH,HALSPP,Haliotis spp.,Haliotis,spp.,"abalone spp.,"
NC_Kelp_Srock,SWATH,HALWAL,Haliotis wallalensis,Haliotis,wallalensis,"flat abalone,"
NC_Kelp_Srock,SWATH,HENLEV,Henricia leviuscula,Henricia,leviuscula,"blood star,"
NC_Kelp_Srock,SWATH,KELKEL,Kelletia kelletii,Kelletia,kelletii,"Kellet's whelk,"
NC_Kelp_Srock,SWATH,LEPCHI,Leptogorgia chilensis,Leptogorgia,chilensis,"red gorgonian,"
NC_Kelp_Srock,SWATH,LOPMAN,Lopholithodes mandtii,Lopholithodes,mandtii,"Puget Sound king crab,"
NC_Kelp_Srock,SWATH,LOXGRA,Loxorhychus grandis,Loxorhychus,grandis,"sheep crab,"
NC_Kelp_Srock,SWATH,LOXSCY,Loxorhynchus/Scyra spp.,Loxorhynchus/Scyra,spp.,"decorator crab, moss crab, Combined species group of Loxorhynchus crispatus and Scyra acutifrons"
NC_Kelp_Srock,SWATH,LUIFOL,Luidia foliolata,Luidia,foliolata,"sand star, Added to species list in 2011, previous years stars not on species list were lumped as ASTSPP (unidentified asteroid)"
NC_Kelp_Srock,SWATH,LYTANAAD,Lytechinus anamesus,Lytechinus,anamesus,"white urchin (adult > 2.5 cm),"
NC_Kelp_Srock,SWATH,MEDAEQ,Mediaster aequalis,Mediaster,aequalis,"red star,"
NC_Kelp_Srock,SWATH,MEGCRE,Megathura crenulata,Megathura,crenulata,"giant key-hole limpet,"
NC_Kelp_Srock,SWATH,MEGGIB,Megastrea gibberosum,Megastrea,gibberosum,"red turban snail,"
NC_Kelp_Srock,SWATH,MEGSPP,Megastrea spp.,Megastrea,spp.,"turban snail,"
NC_Kelp_Srock,SWATH,MEGUND,Megastraea undosum,Megastraea,undosum,"wavy turban snail,"
NC_Kelp_Srock,SWATH,METSPP,Metridium spp.,Metridium,spp.,"white plumed anemones,"
NC_Kelp_Srock,SWATH,MIMFOL,Mimulus foliatus,Mimulus,foliatus,"mimicking crab,"
NC_Kelp_Srock,SWATH,MURCAL,Muricea califoniica,Muricea,califoniica,"California golden gorgonian,"
NC_Kelp_Srock,SWATH,MURFRU,Muricea fruticosa,Muricea,fruticosa,"brown gorgonian,"
NC_Kelp_Srock,SWATH,NUCLAM,Nucella Lamellosa,Nucella,Lamellosa,"frilled dogwinkle,"
NC_Kelp_Srock,SWATH,ORTKOE,orthasterias koehleri,orthasterias,koehleri,"rainbow star,"
NC_Kelp_Srock,SWATH,PACFIM,Pachycerianthus fimbratus,Pachycerianthus,fimbratus,"burrowing anemone,"
NC_Kelp_Srock,SWATH,PANINT,Panulirus interruptus,Panulirus,interruptus,"spiny lobster,"
NC_Kelp_Srock,SWATH,PARCAL,Parastichopus californicus,Parastichopus,californicus,"California sea cucumber,"
NC_Kelp_Srock,SWATH,PARPAR,Parastichopus parvimensis,Parastichopus,parvimensis,"warty sea-cucumber,"
NC_Kelp_Srock,SWATH,PARSPP,Parastichopus spp.,Parastichopus,spp.,"sea cucumber,"
NC_Kelp_Srock,SWATH,PATMIN,Patiria miniata,Patiria,miniata,"bat star,"
NC_Kelp_Srock,SWATH,PISBRE,Pisaster brevispinus,Pisaster,brevispinus,"short spined star,"
NC_Kelp_Srock,SWATH,PISGIG,Pisaster giganteus,Pisaster,giganteus,"giant spined star,"
NC_Kelp_Srock,SWATH,PISOCH,Pisaster ochraceous,Pisaster,ochraceous,"ochre star,"
NC_Kelp_Srock,SWATH,PORINF,Poraniopsis inflata,Poraniopsis,inflata,"Spiny sea star,"
NC_Kelp_Srock,SWATH,PTETES,Pteraster tesselatus,Pteraster,tesselatus,"cushion star,"
NC_Kelp_Srock,SWATH,PUGPRO,Pugettia producta,Pugettia,producta,"northern kelp crab,"
NC_Kelp_Srock,SWATH,PUGRIC,Pugettia richii,Pugettia,richii,"cryptic kelp crab,"
NC_Kelp_Srock,SWATH,PUGSPP,Pugettia spp.,Pugettia,spp.,"kelp crab,"
NC_Kelp_Srock,SWATH,PYCHEL,Pycnopodia helianthoides,Pycnopodia,helianthoides,"sunflower star,"
NC_Kelp_Srock,SWATH,SCYORE,Scyra / oregonia acutifrons / gracilis,Scyra / oregonia,acutifrons / gracilis,"decorator crab, moss crab, Combined species group used in oregon for decorator crabs - north of range of Loxyrynchus crispatus"
NC_Kelp_Srock,SWATH,SOLDAW,Solaster dawsoni,Solaster,dawsoni,"Dawson's sun star,"
NC_Kelp_Srock,SWATH,SOLSPP,Solaster spp.,Solaster,spp.,"unidentified sun star,"
NC_Kelp_Srock,SWATH,SOLSTI,Solaster stimpsoni,Solaster,stimpsoni,"Stimpson's sun star,"
NC_Kelp_Srock,SWATH,STRFRAAD,Strongylocentrotus franciscanus,Strongylocentrotus,franciscanus,"red urchin, adult > 2.5cm"
NC_Kelp_Srock,SWATH,STRPURAD,Strongylocentrotus purpuratus,Strongylocentrotus,purpuratus,"purple urchin, adult > 2.5cm"
NC_Kelp_Srock,SWATH,STYCAL,Stylaster californicus,Stylaster,californicus,"California hydrocoral, Hydrozoan"
NC_Kelp_Srock,SWATH,STYFOR,Stylasterias forreri,Stylasterias,forreri,"velcro star, Added to species list in 2011, previous years stars not on species list were lumped as ASTSPP (unidentified asteroid)"
NC_Kelp_Srock,SWATH,STYMON,Styela montereyensis,Styela,montereyensis,"stalked tunicate,"
NC_Kelp_Srock,SWATH,TETAUR,Tethya aurantia,Tethya,aurantia,"orange puff-ball sponge,"
NC_Kelp_Srock,SWATH,UNIDSP, ,,,"Unidentified mobile invert species,"
NC_Kelp_Srock,SWATH,URTCOL,Urticina columbiana,Urticina,columbiana,"sand-rose Anemone, Added to species list in 2010/11, previous years Urticina species not lofotensis were lumped in URTSPP"
NC_Kelp_Srock,SWATH,URTCOR,Urticina coriacea,Urticina,coriacea,"stubby rose anemone,"
NC_Kelp_Srock,SWATH,URTCOR,Urticina coriacea,Urticina,coriacea,"stubby rose anemone, Added to species list in 2010/11, previous years Urticina species not lofotensis were lumped in URTSPP"
NC_Kelp_Srock,SWATH,URTCRA,Urticina crassicornis,Urticina,crassicornis,"christmas anemone,"
NC_Kelp_Srock,SWATH,URTLOF,Urticina lofotensis,Urticina,lofotensis,"strawberry anemone,"
NC_Kelp_Srock,SWATH,URTPIS,Urticina piscivora,Urticina,piscivora,"fish-eating anemone,"
NC_Kelp_Srock,SWATH,URTSPP,Urticina spp.,Urticina,spp.,"Urticina spp., Any Urticina species other than U. piscivora and U. lofotensis"
NC_Kelp_Srock,UPC,AGLSTR,Aglaophenia struthenoides,Aglaophenia,struthenoides,"ostrich-plume hydroid,"
NC_Kelp_Srock,UPC,ANEM, ,,,"anemone, Any anemone including Pachycerianthus fimbriatus"
NC_Kelp_Srock,UPC,BARNAC, ,,,"barnacle,"
NC_Kelp_Srock,UPC,BARROC, ,,,"bare rock,"
NC_Kelp_Srock,UPC,BARSAN, ,,,"bare sand,"
NC_Kelp_Srock,UPC,BRANCH, ,,,"red algae (branching flat blade), Any red alga that has branching, compressed blades that are flat in cross section and roughly 1 cm or greater across. Branching should show a repeating pattern to be distinguished from tearing."
NC_Kelp_Srock,UPC,BROWN, ,,,"brown algae, Any brown algae but not including Cystoseira, Dicyoneuropsis, Dictyoneurum, Egregia, Macrocystis, Laminariales, Sargassum, Desmarestia (these are distinguished and sampled separately). Typically consists of Colpomenia spp."
NC_Kelp_Srock,UPC,BRYO, ,,,"bryozoan,"
NC_Kelp_Srock,UPC,BUSHY, ,,,"red algae (cylindrical branches), Any red alga that has cylindrical to subcylindrical branching thalli. Thalli are not flat in cross section but if so are less than 1 cm across. Examples: Gelidium, Pterocladia, Gastroclonium, Gracilaria, Condracanthus canaliculatus"
NC_Kelp_Srock,UPC,BUSHY00, ,,,"red alga with cylindrical branches. definition used in 2000, Any red alga that has cylindrical to subcylindrical branching thalli. Thalli are not flat in cross section but if so are less than 1 cm across. Examples: Gelidium, Pterocladia, Gastroclonium, Gracilaria, Condracanthus canaliculatus"
NC_Kelp_Srock,UPC,CLAM, ,,,"clam, Any embedded boring clam"
NC_Kelp_Srock,UPC,CLAVSPP,Clavularia spp.,Clavularia,spp.,"octocoral, Anthozoan"
NC_Kelp_Srock,UPC,COMTUN, ,,,"tunicate -colonial,compund,social, Includes Clavelina huntsmani, Distaplia occidentalis, Pycnoclavella stanleyi, Metandrocarpa spp. Didemnum carnulentum, Botrylloides spp., Archidistoma molle, Polyclinum planum"
NC_Kelp_Srock,UPC,CORCAL,Corynactis californica,Corynactis,californica,"strawberry anemone,"
NC_Kelp_Srock,UPC,CRUCOR, ,,,"coralline algae -crustose, Encrusting or crustose coralline algae"
NC_Kelp_Srock,UPC,CUCSPP,Cucumaria spp.,Cucumaria,spp.,"sea cucumber, Any embedded (non-mobile) sea cucumber"
NC_Kelp_Srock,UPC,CUPCOR, ,,,"cup coral, Includes Balanophyllia elegans, Astrangia lajollaensis, Paracyathus stearnsi"
NC_Kelp_Srock,UPC,CYSOSM,Cystoseira osmundacea,Cystoseira,osmundacea,"Cystoseira,"
NC_Kelp_Srock,UPC,DEADHOLD, ,,,"Macrosystis holdfast (dead),"
NC_Kelp_Srock,UPC,DESSPP,Desmarestia spp.,Desmarestia,spp.,"acidic seaweed,"
NC_Kelp_Srock,UPC,DIACAL,Diaporecia californica,Diaporecia,californica,"southern staghorn bryozoan,"
NC_Kelp_Srock,UPC,DICCAL,Dictyoneurum californicum,Dictyoneurum,californicum,"Dictyoneurum, This sp. and Dictyoneuropsis reticulata were considered to be  separate species,  they have since been shown to be all Dictyoneurum californica"
NC_Kelp_Srock,UPC,DICTYOTALES,Dictyotales spp.,Dictyotales,spp.,"Dictyotales, This species group includes Dictyota spp. and Dictyopteris undulata"
NC_Kelp_Srock,UPC,DIOCHA,Diopatra/Chaetopterus spp.,Diopatra/Chaetopterus,spp.,"ornate tube worm, Combined species group of Diopatra ornata and Chaetopterus sp."
NC_Kelp_Srock,UPC,DODFEW,Dodecaceria fewkesi,Dodecaceria,fewkesi,"Dodecaceria,"
NC_Kelp_Srock,UPC,EGRMEN,Egregia menziesii,Egregia,menziesii,"Egregia,"
NC_Kelp_Srock,UPC,ENCRED, ,,,"red algae -encrusting, Encrusting non-coralline red algae"
NC_Kelp_Srock,UPC,ERECOR, ,,,"coralline algae -erect/articulated,"
NC_Kelp_Srock,UPC,ERECTRED, ,,,"red fleshy algae, Any upright fleshy red algae recorded by CDFG divers"
NC_Kelp_Srock,UPC,GORGAD, ,,,"gorgonian adult, Any gorgonian >3cm tall including Lophogorgia chilensis, Muricea fruticosa and Muricea californica"
NC_Kelp_Srock,UPC,GREEN, ,,,"green algae, Any green algae including Codium, Ulva, Cladophora, Enteromorpha"
NC_Kelp_Srock,UPC,HYDROID, ,,,"hydroid,"
NC_Kelp_Srock,UPC,JUVLAM, ,,,"laminariales recruit, Smaller than adult size laminariales (eg, Macrocystis, Laminaria, Pterygophora, Eisenia, Pleurophycus"
NC_Kelp_Srock,UPC,LACY, ,,,"red algae (lacy branching), Any red algae that is filamentous or finely, densely branched. Branches are too small to isolate by hand. Examples: Plocamium, Microcladia, Polysiphonia, Ceramium, Neoptilota."
NC_Kelp_Srock,UPC,LAMHOLD, ,,,"Laminariales holdfast (alive), This species group includes all Laminarian kelp holdfasts except Macrocystis pyrifera"
NC_Kelp_Srock,UPC,LEAFY, ,,,"red algae (leaf-like), Any red alga that consists of single or multiple blades that have entire margins and do not branch past the basal portions. Can be torn but will not be in a repeating pattern. Examples: Gigartina, Mazaella, Halymenia, Schizymenia."
NC_Kelp_Srock,UPC,MACPYR_HF, ,,,"Macrosystis holdfast (alive),"
NC_Kelp_Srock,UPC,MUD, ,,,"sediment/mud, Defined as persistent fine sediment that can't be brushed away by hand"
NC_Kelp_Srock,UPC,MUSSEL, ,,,"mussel,"
NC_Kelp_Srock,UPC,PACRUB,Pachythone rubra,Pachythone,rubra,"red sea cucumber,"
NC_Kelp_Srock,UPC,PETMON,Petaloconchus montereyensis,Petaloconchus,montereyensis,"worm snail,"
NC_Kelp_Srock,UPC,PHRCAL,Phragmatopoma californica,Phragmatopoma,californica,"colonial sand tube worm,"
NC_Kelp_Srock,UPC,PHYSPP,Phyllospadix spp.,Phyllospadix,spp.,"surfgrass,"
NC_Kelp_Srock,UPC,SALTRI,Salmacina tribranchiata,Salmacina,tribranchiata,"fragile tube worms,"
NC_Kelp_Srock,UPC,SARFIL,Sargassum filicinum,Sargassum,filicinum,"Sargassum,"
NC_Kelp_Srock,UPC,SARMUT,Sargassum muticum,Sargassum,muticum,"Sargassum,"
NC_Kelp_Srock,UPC,SARSPP,Sargassum spp.,Sargassum,spp.,"Sargassum,"
NC_Kelp_Srock,UPC,SB00RED, ,,,"SB 2000 definition of 'Other Red' included all red algae except RHOSPP, BUSHY,  LEAFY, CRUCOR and ERECOR,"
NC_Kelp_Srock,UPC,SC00RED, ,,,"SC 2000 definition of 'Other Red' included all red algae except RHOSPP, BUSHY,  LEAFY, CRUCOR and ERECOR,"
NC_Kelp_Srock,UPC,SCALLOP, ,,,"scallop, Any attached (non-moble) scallop"
NC_Kelp_Srock,UPC,SCSB99RED, ,,,"SC and SB 1999 definition of 'Other Red' included all red algae except RHOSPP, CRUCOR and ERECOR,"
NC_Kelp_Srock,UPC,SCUM, ,,,"diatom layer, Diatom layer or decomposing, flocculent material, Scum"""""
NC_Kelp_Srock,UPC,SERPET,Serpulorbis/Petaloconchus spp.,Serpulorbis/Petaloconchus,spp.,"tube snail, scaled worm shell, Combined species group of Serpulorbis squamigerus and Petaloconchus montereyensis"
NC_Kelp_Srock,UPC,SERSQU,Serpulorbis squamigerus,Serpulorbis,squamigerus,"tube snail, scaled worm shell,"
NC_Kelp_Srock,UPC,SHELL, ,,,"shell debris,"
NC_Kelp_Srock,UPC,SOLTUN, ,,,"tunicate -solitary, Includes Corella willmeriana, Ascidia paratropa, Cnemidocarpa finmarkiensis, Styela montereyensis, Boltenia villosa, Halocynthia aurantia, Pyura haustor"
NC_Kelp_Srock,UPC,SPONGE, ,,,"sponge,"
NC_Kelp_Srock,UPC,STYCAL,Stylaster californicus,Stylaster,californicus,"California hydrocoral, Hydrozoan"
NC_Kelp_Srock,UPC,STYPOR,Stylantheca porphyra,Stylantheca,porphyra,"encrusting purple hydrocoral,"
NC_Kelp_Srock,UPC,TUBEMAT, ,,,"tubeworm mat., unidentified sp"
NC_Kelp_Srock,UPC,TUBEWORM, ,,,"tubeworm, Any tube worm (spirorbids, sabellids, serpulids, terrebelids) excluding Dodecacaria, Salmacina, Diopatra and Phragmatopoma (distinguished and sampled separately)"
NC_Kelp_Srock,UPC,TURF, ,,,"red filamentous turf, Dense turf of red filamentous algae < 1cm high"
NC_Kelp_Srock,UPC,HETPAC,Heteropora pacifica,Heteropora,pacifica,"northern staghorn bryozoan, Added to species list in 2011, previous years lumped into BRYO category"
NC_Kelp_Srock,UPC,FLATREL, ,,,"vertical relief: flat, 0 - 10 cm vertical relief recorded within box 0.5 m in front and back of the point and 1 m on either side"
NC_Kelp_Srock,UPC,HIREL, ,,,"vertical relief: high, > 2 m vertical relief recorded within box 0.5 m in front and back of the point and 1 m on either side"
NC_Kelp_Srock,UPC,MODREL, ,,,"vertical relief: moderate, 1 m - 2 m vertical relief recorded within box 0.5 m in front and back of the point and 1 m on either side"
NC_Kelp_Srock,UPC,SLTREL, ,,,"vertical relief: slight, 10 cm - 1 m vertical relief recorded within box 0.5 m in front and back of the point and 1 m on either side"
NC_Kelp_Srock,UPC,BEDRK, ,,,"substrate: bedrock, Classification based on greatest diameter > 1 m"
NC_Kelp_Srock,UPC,BOULD, ,,,"substrate: boulder, Classification based on greatest diameter 10cm - 1m"
NC_Kelp_Srock,UPC,COB, ,,,"substrate: cobble, Classification based on greatest diameter < 10cm"
NC_Kelp_Srock,UPC,SAND, ,,,"substrate: sand, Classification based on persistent sand that can not be brushed away from any lower substrate"
NC_Kelp_Srock,UPC,UNDBRIT, ,,,"brittlestars (layer above primary spaceholder), A layer of Brittlestars that is counted in addition to a primary space holder below"
NC_Kelp_Srock,UPC,UNDDET, ,,,"detritus (layer above primary spaceholder), Unattached algae/kelp detritus that is counted in addition to a primary space holder below"
NC_Kelp_Srock,UPC,UNDLAM, ,,,"Laminaria farlowii sub-canopy (layer above primary spaceholder), A layer of Laminaria farlowii that is counted in addition to a primary space holder below"
NC_Kelp_Srock,UPC,UNDPAC, ,,,"Pachythyone rubra (layer above primary spaceholder), A layer of Pachythone rubra that is counted in addition to a primary space holder below"
